"","Wormbase.ID","Sequence.ID","Category.1","Category.2","Category.3","Automated.Description"
"11","WBGene00000558","R09B5.9","Stress response","Stress response: pathogen","Stress response: pathogen: caenacin","cnc-4 is involved in defense response to fungus and innate immune response\; is expressed in the hypodermis and the intestine."
"12","WBGene00000603","C46A5.3","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-14 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"13","WBGene00000626","K09H9.3","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-49 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle\; is expressed in the hyp7 syncytium and the seam cell."
"14","WBGene00000636","F22D6.10","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-60 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"15","WBGene00000638","C15A11.6","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-62 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"16","WBGene00000644","C50D2.4","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-68 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"17","WBGene00000646","H17B01.2","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","H17B01.2 is affected by several genes including daf-2, glp-1, and let-7 based on microarray, tiling array, proteomic, and RNA-seq studies\; is affected by fifteen chemicals including Mercuric Chloride, Rotenone, and Tunicamycin based on microarray and RNA-seq studies."
"18","WBGene00000653","M195.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-77 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"19","WBGene00000663","W05G11.3","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-88 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"20","WBGene00000664","F17C8.2","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-89 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle\; is expressed in several tissues, including the head, the intestine, the nervous system, the reproductive system, and the tail."
"21","WBGene00000666","F09G8.6","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-91 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"22","WBGene00000671","Y41C4A.19","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-96 is an ortholog of human COL24A1 (collagen type XXIV alpha 1 chain) and SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"23","WBGene00000678","F58F6.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-104 is an ortholog of human OTOL1, C1QTNF7 (C1q and TNF related 7), and C1QTNF9 (C1q and TNF related 9)\; is predicted to be a structural constituent of cuticle."
"24","WBGene00000680","Y77E11A.15","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-106 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"25","WBGene00000687","C34D4.15","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-113 is an ortholog of human OTOL1, C1QTNF7 (C1q and TNF related 7), and C1QTNF9 (C1q and TNF related 9)\; is predicted to be a structural constituent of cuticle."
"26","WBGene00000694","Y11D7A.11","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-120 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"27","WBGene00000696","T05A1.2","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-122 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"28","WBGene00000703","M18.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-129 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle\; is expressed in the hypodermis and the intestine."
"29","WBGene00000707","F52B11.4","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-133 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"30","WBGene00000712","F41F3.4","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-139 is predicted to be a structural constituent of cuticle."
"31","WBGene00000713","F26F12.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-140 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"32","WBGene00000721","C12D8.8","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-148 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"33","WBGene00000725","F32G8.5","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-152 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"34","WBGene00000734","C50B6.4","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-161 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"35","WBGene00000735","Y2H9A.3","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-162 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"36","WBGene00000748","C35B8.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-175 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"37","WBGene00000752","C34F6.3","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-179 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle\; is involved in defense response to Gram-negative bacterium and innate immune response."
"38","WBGene00000757","F15A2.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-184 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"39","WBGene00000771","C30B5.3","mRNA functions","mRNA functions: processing","mRNA functions: processing: polyadenylation","cpb-2 is predicted to have mRNA 3'-UTR binding activity and translation regulator activity."
"40","WBGene00000804","Y48E1B.12","Cell cycle","Cell cycle: chromosome dynamics","Cell cycle: chromosome dynamics: unassigned","csc-1 is involved in several processes, including cytoskeleton-dependent cytokinesis, cytoskeleton-dependent cytokinesis, and nuclear division\; localizes to the condensed nuclear chromosome, meiotic spindle midzone, and mitotic spindle midzone\; is expressed in the oocyte."
"41","WBGene00000820","Y73B6BL.7","Development","Development: apoptosis","Development: apoptosis","csp-2 is an ortholog of human CASP14 (caspase 14), PYCARD, and CASP2\; exhibits caspase binding activity, cysteine-type endopeptidase inhibitor activity involved in apoptotic process, and zymogen binding activity\; is involved in several processes, including positive regulation of brood size, positive regulation of fertilization, and regulation of programmed cell death\; localizes to the protease inhibitor complex\; is expressed in the germ line."
"42","WBGene00000865","ZC168.4","Cell cycle","Cell cycle: cyclin","Cell cycle: cyclin","cyb-1 is an ortholog of human CCNB1 (cyclin B1) and CCNB2 (cyclin B2)\; exhibits cyclin-dependent protein serine\/threonine kinase regulator activity and ubiquitin protein ligase binding activity\; is involved in mitotic cell cycle, oocyte maturation, and positive regulation of protein phosphorylation\; localizes to the cytoplasm and nucleus\; is expressed in the male gonad and the oocyte."
"43","WBGene00000867","H31G24.4","Cell cycle","Cell cycle: cyclin","Cell cycle: cyclin","cyb-2.2 is an ortholog of human CCNB1 (cyclin B1) and CCNB2 (cyclin B2)\; is involved in anterior\/posterior axis specification, embryo, meiotic cell cycle, and oocyte maturation."
"44","WBGene00000878","ZK520.5","Chaperone","Chaperone: cyclophilin","Chaperone: cyclophilin","cyn-2 is an ortholog of human PPIA (peptidylprolyl isomerase A), PPIAL4D, and PPIAL4G\; is predicted to have peptidyl-prolyl cis-trans isomerase activity."
"45","WBGene00000885","T27D1.1","Chaperone","Chaperone: cyclophilin","Chaperone: cyclophilin","cyn-9 is an ortholog of human NKTR (natural killer cell triggering receptor), PPID (peptidylprolyl isomerase D), and PPIG (peptidylprolyl isomerase G)\; is predicted to have peptidyl-prolyl cis-trans isomerase activity\; localizes to the intracellular\; is expressed in the hypodermis."
"46","WBGene00000930","ZC373.6","Unassigned","Unassigned","Unassigned","dao-4 is expressed in the hyp7 syncytium and the seam cell."
"47","WBGene00001046","Y54E10BL.4","Chaperone","Chaperone: DnaJ domain","Chaperone: DnaJ domain","dnj-28 is an ortholog of human DNAJC3 (DnaJ heat shock protein family (Hsp40) member C3)\; is expressed in the head, the hypodermis, the intestine, and the tail\; is predicted to encode a protein with the following domains: DnaJ domain, Tetratricopeptide-like helical domain superfamily, Tetratricopeptide repeat 2, Tetratricopeptide repeat, and Chaperone J-domain superfamily."
"48","WBGene00001123","C43C3.3","Neuronal function","Neuronal function: development","Neuronal function: development","dyf-7 exhibits protein self-association\; is involved in amphid sensory organ dendrite retrograde extension\; localizes to the dendrite membrane\; is expressed in the excretory cell, the head, the nervous system, and the seam cell."
"49","WBGene00001164","F15A2.5","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","efn-3 is an ortholog of human EFNB1 (ephrin B1), EFNB2 (ephrin B2), and EFNB3 (ephrin B3)\; human orthologs of this gene are implicated in craniofrontonasal syndrome\; human EFNB2 exhibits ephrin receptor binding activity and protein tyrosine kinase activity."
"50","WBGene00001245","F56H11.3","Metabolism","Metabolism: lipid","Metabolism: lipid: fatty acid","elo-7 is an ortholog of human ELOVL3 and ELOVL6\; is predicted to have transferase activity, transferring acyl groups other than amino-acyl groups."
"51","WBGene00001246","Y47D3A.30","Metabolism","Metabolism: lipid","Metabolism: lipid: fatty acid","elo-8 is an ortholog of human ELOVL3 and ELOVL6\; is predicted to have transferase activity, transferring acyl groups other than amino-acyl groups."
"52","WBGene00001386","F02A9.3","Metabolism","Metabolism: lipid","Metabolism: lipid: binding","far-2 is predicted to have fatty acid binding activity and retinol binding activity\; is expressed in the body wall musculature, the male, and the vulval muscle."
"53","WBGene00001390","W02A2.2","Metabolism","Metabolism: lipid","Metabolism: lipid: binding","far-6 is predicted to have lipid binding activity\; is expressed in the anal depressor muscle, the body wall musculature, the male, and the reproductive system."
"54","WBGene00001424","F41G3.4","Metabolism","Metabolism: mitochondria","Metabolism: mitochondria: morphology","fis-1 is an ortholog of human FIS1 (fission, mitochondrial 1)\; localizes to the mitochondrial outer membrane."
"55","WBGene00001487","T04B2.2","Signaling","Signaling: Y kinase","Signaling: Y kinase","frk-1 is an ortholog of human FER (FER tyrosine kinase)\; exhibits beta-catenin binding activity and protein kinase activity\; is involved in several processes, including Wnt signaling pathway involved in digestive tract morphogenesis, cell-cell adhesion, and negative regulation of Wnt signaling pathway\; localizes to several cellular components, including the cell-cell junction, cytoplasm, and nucleus\; is expressed in several tissues, including the body wall musculature, the epithelial cell, the epithelial system, the intestine, and the reproductive system."
"56","WBGene00001495","F31B12.3","Signaling","Signaling: FERM","Signaling: FERM","frm-9 is an ortholog of human TNKS (tankyrase) and TNKS2 (tankyrase 2)\; human TNKS2 exhibits NAD+ ADP-ribosyltransferase activity and enzyme binding activity."
"57","WBGene00001506","EGAP9.2","Protein modification","Protein modification: carbohydrate","Protein modification: carbohydrate","fut-2 exhibits galactoside 2-alpha-L-fucosyltransferase activity\; is involved in macromolecule glycosylation\; is expressed in the intestinal cell."
"58","WBGene00001511","ZK177.6","Cell cycle","Cell cycle: unassigned","Cell cycle: unassigned","fzy-1 is an ortholog of human CDC20 (cell division cycle 20) and CDC20B (cell division cycle 20B)\; is predicted to have anaphase-promoting complex binding activity and ubiquitin-protein transferase activator activity\; is involved in several processes, including asymmetric cell division, metaphase\/anaphase transition of meiosis I, and polar body extrusion after meiotic divisions\; localizes to the condensed chromosome and cytoplasm."
"59","WBGene00001603","K03H1.1","Metabolism","Metabolism: amino acid","Metabolism: amino acid: synthesis","gln-2 is an ortholog of human GLUL\; is predicted to have ATP binding activity and glutamate-ammonia ligase activity\; is expressed in the germ line."
"60","WBGene00001605","T25C8.3","Pseudogene","Pseudogene","Pseudogene","gln-4 is enriched in the germ line and the male based on proteomic and RNA-seq studies\; is affected by several genes including eat-2, npr-1, and pgl-1 based on RNA-seq studies\; is affected by eight chemicals including methylmercuric chloride, manganese chloride, and stavudine based on microarray and RNA-seq studies."
"61","WBGene00001647","T23G11.2","Metabolism","Metabolism: amino sugar","Metabolism: amino sugar","gna-2 is an ortholog of human GNPNAT1 (glucosamine-phosphate N-acetyltransferase 1)\; is predicted to have glucosamine 6-phosphate N-acetyltransferase activity\; is involved in chitin biosynthetic process and eggshell formation\; is expressed in the pharynx."
"62","WBGene00001683","T09F3.3","Metabolism","Metabolism: glycolysis","Metabolism: glycolysis","gpd-1 is an ortholog of human GAPDH\; is predicted to have NAD binding activity, NADP binding activity, and glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity\; is expressed in the germ line."
"63","WBGene00001686","F33H1.2","Metabolism","Metabolism: glycolysis","Metabolism: glycolysis","gpd-4 is an ortholog of human GAPDH\; is predicted to have NAD binding activity, NADP binding activity, and glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity\; is expressed in the germ line."
"64","WBGene00001736","F40C5.3","Signaling","Signaling: hedgehog-like","Signaling: hedgehog-like","grl-27 is expressed in the arcade cell, the head, and the seam cell\; is predicted to encode a protein with the following domain: Ground-like domain."
"65","WBGene00001830","T06E4.1","Cell cycle","Cell cycle: chromosome dynamics","Cell cycle: chromosome dynamics: kinetochore protein","hcp-2 is an ortholog of human CAGE1\; is involved in several processes, including nuclear division, protein localization, and spindle organization\; localizes to the kinetochore."
"66","WBGene00001831","F58A4.3","Cell cycle","Cell cycle: chromosome dynamics","Cell cycle: chromosome dynamics: CENP","hcp-3 is an ortholog of human CENPA (centromere protein A)\; is predicted to have DNA binding activity and protein heterodimerization activity\; is involved in several processes, including embryo development, kinetochore assembly, and protein localization to organelle\; localizes to the condensed chromosome, centromeric region and nucleus\; colocalizes with the kinetochore\; is expressed in the embryonic cell, the hyp3, the hyp4, the hyp7 syncytium, and the seam cell."
"67","WBGene00001839","ZK829.2","Neuronal function","Neuronal function: synaptic function","Neuronal function: synaptic function: neurotransmitter metabolism","hdl-1 is an ortholog of human hdc\; is predicted to have aromatic-L-amino-acid decarboxylase activity and pyridoxal phosphate binding activity\; human orthologs of this gene are implicated in Gilles de la Tourette syndrome."
"68","WBGene00001944","E03A3.4","Transcription: chromatin","Transcription: chromatin structure","Transcription: chromatin structure: histone","his-70 is an ortholog of human CENPA (centromere protein A), HIST2H3A (histone cluster 2 H3 a), and HIST2H3PS2 (histone cluster 2 H3 pseudogene 2)\; is predicted to have DNA binding activity and protein heterodimerization activity."
"69","WBGene00002052",NA,NA,NA,NA,NA
"70","WBGene00002068","C27A2.3","Development","Development: apoptosis","Development: apoptosis","ify-1 exhibits protease binding activity and ubiquitin protein ligase binding activity\; is involved in several processes, including centrosome duplication, centrosome localization, and nuclear division\; localizes to the condensed chromosome, cytoplasm, and spindle microtubule\; is expressed in the germ line."
"71","WBGene00002120","F08G2.6","Metabolism","Metabolism: insulin","Metabolism: insulin","ins-37 is predicted to have hormone activity\; is expressed in the intestine."
"72","WBGene00002130","ZK792.2","Cytoskeleton","Cytoskeleton: innexin","Cytoskeleton: innexin","inx-8 is predicted to have gap junction hemi-channel activity\; localizes to the gap junction\; is expressed in several tissues, including the alimentary system, the muscular system, the nervous system, the reproductive system, and the somatic gonad precursor."
"73","WBGene00002131","ZK792.3","Cytoskeleton","Cytoskeleton: innexin","Cytoskeleton: innexin","inx-9 localizes to the gap junction\; is expressed in several tissues, including the alimentary system, the epithelial system, the nervous system, the reproductive system, and the somatic gonad precursor."
"74","WBGene00002136","F07A5.1","Cytoskeleton","Cytoskeleton: innexin","Cytoskeleton: innexin","inx-14 is predicted to have gap junction hemi-channel activity\; is involved in negative regulation of oocyte maturation\; localizes to the gap junction\; is expressed in several tissues, including the muscular system, the nervous system, the reproductive system, and the somatic gonad precursor."
"75","WBGene00002186","T16H12.6","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","kel-10 is an ortholog of human GAN (gigaxonin), KBTBD12 (kelch repeat and BTB domain containing 12), and KLHL8 (kelch like 8)\; is predicted to encode a protein with the following domains: BTB\/POZ domain, Kelch repeat type 1, SKP1\/BTB\/POZ domain superfamily, BTB\/Kelch-associated, Kelch-type beta propeller, and BTB-kelch protein."
"76","WBGene00002193","T13H10.1","Signaling","Signaling: Y kinase","Signaling: Y kinase","kin-5 is an ortholog of human FER (FER tyrosine kinase)\; is predicted to have ATP binding activity and non-membrane spanning protein tyrosine kinase activity\; is expressed in the nervous system."
"77","WBGene00002198","F22D6.1","Signaling","Signaling: Y kinase","Signaling: Y kinase","kin-14 is an ortholog of human FER (FER tyrosine kinase)\; is predicted to have ATP binding activity and non-membrane spanning protein tyrosine kinase activity\; is expressed in head neurons, tail neurons, the marginal cell, the pharyngeal muscle cell, and the pharyngeal-intestinal valve."
"78","WBGene00002204","W08D2.8","Signaling","Signaling: Y kinase","Signaling: Y kinase","kin-21 is predicted to have ATP binding activity and non-membrane spanning protein tyrosine kinase activity."
"79","WBGene00002206","K07F5.4","Signaling","Signaling: Y kinase","Signaling: Y kinase","kin-24 is an ortholog of human CSK (C-terminal Src kinase) and MATK (megakaryocyte-associated tyrosine kinase)\; is predicted to have ATP binding activity and non-membrane spanning protein tyrosine kinase activity."
"80","WBGene00002208","T06C10.6","Signaling","Signaling: Y kinase","Signaling: Y kinase","kin-26 is an ortholog of human FER (FER tyrosine kinase)\; is predicted to have ATP binding activity and non-membrane spanning protein tyrosine kinase activity."
"81","WBGene00002214","M7.2","Cytoskeleton","Cytoskeleton: motor protein","Cytoskeleton: motor protein: kinesin","klc-1 is an ortholog of human KLC2 (kinesin light chain 2), RP11-73M18.2, and KLC3 (kinesin light chain 3)\; is predicted to have microtubule motor activity\; is involved in establishment of meiotic spindle localization and polar body extrusion after meiotic divisions."
"82","WBGene00002227","W02B12.7","Cytoskeleton","Cytoskeleton: motor protein","Cytoskeleton: motor protein: kinesin","klp-17 is an ortholog of human KIF4A, KIFC3 (kinesin C3), and KIFC1 (kinesin C1)\; is predicted to have ATP binding activity, microtubule binding activity, and microtubule motor activity\; is involved in chromosome segregation."
"83","WBGene00003372","C56G7.1","Muscle function","Muscle function","Muscle function","mlc-4 is an ortholog of human MYL12A (myosin light chain 12A) and MYL12B (myosin light chain 12B)\; is predicted to have calcium ion binding activity\; is involved in several processes, including cytoskeleton-dependent cytokinesis, embryonic body morphogenesis, and establishment of cell polarity\; localizes to the cytoplasm\; colocalizes with the filamentous actin."
"84","WBGene00003424","F26G1.7","Major sperm protein","Major sperm protein","Major sperm protein","msp-3 is expressed in several tissues, including the reproductive system\; is predicted to encode a protein with the following domains: Major sperm protein (MSP) domain, PapD-like superfamily, and Immunoglobulin-like fold."
"85","WBGene00003425","K07F5.2","Major sperm protein","Major sperm protein","Major sperm protein","msp-10 is expressed in the reproductive system\; is predicted to encode a protein with the following domains: Major sperm protein (MSP) domain, PapD-like superfamily, and Immunoglobulin-like fold."
"86","WBGene00003426","F36H12.7","Major sperm protein","Major sperm protein","Major sperm protein","msp-19 is expressed in the reproductive system\; is predicted to encode a protein with the following domains: Major sperm protein (MSP) domain, PapD-like superfamily, and Immunoglobulin-like fold."
"87","WBGene00003429","R05F9.13","Major sperm protein","Major sperm protein","Major sperm protein","msp-31 is expressed in the reproductive system\; is predicted to encode a protein with the following domains: Major sperm protein (MSP) domain, PapD-like superfamily, and Immunoglobulin-like fold."
"88","WBGene00003431","R05F9.8","Major sperm protein","Major sperm protein","Major sperm protein","msp-33 is expressed in the reproductive system\; is predicted to encode a protein with the following domains: Major sperm protein (MSP) domain, PapD-like superfamily, and Immunoglobulin-like fold."
"89","WBGene00003432","C04G2.4","Major sperm protein","Major sperm protein","Major sperm protein","msp-36 is expressed in the reproductive system\; is predicted to encode a protein with the following domains: Major sperm protein (MSP) domain, PapD-like superfamily, and Immunoglobulin-like fold."
"90","WBGene00003434","K08F4.8","Major sperm protein","Major sperm protein","Major sperm protein","msp-38 is involved in oocyte maturation and positive regulation of smooth muscle contraction\; is expressed in the reproductive system."
"91","WBGene00003435","C33F10.9","Major sperm protein","Major sperm protein","Major sperm protein","msp-40 is expressed in the reproductive system\; is predicted to encode a protein with the following domains: Major sperm protein (MSP) domain, PapD-like superfamily, and Immunoglobulin-like fold."
"92","WBGene00003437","F26G1.8","Pseudogene","Pseudogene","Pseudogene","msp-42 is expressed in the reproductive system."
"93","WBGene00003438","F58A6.8","Major sperm protein","Major sperm protein","Major sperm protein","msp-45 is expressed in the reproductive system\; is predicted to encode a protein with the following domains: Major sperm protein (MSP) domain, PapD-like superfamily, and Immunoglobulin-like fold."
"94","WBGene00003442","C34F11.6","Major sperm protein","Major sperm protein","Major sperm protein","msp-49 is expressed in the reproductive system\; is predicted to encode a protein with the following domains: Major sperm protein (MSP) domain, PapD-like superfamily, and Immunoglobulin-like fold."
"95","WBGene00003443","C34F11.4","Major sperm protein","Major sperm protein","Major sperm protein","msp-50 is expressed in the reproductive system\; is predicted to encode a protein with the following domains: Major sperm protein (MSP) domain, PapD-like superfamily, and Immunoglobulin-like fold."
"96","WBGene00003444","ZK354.5","Major sperm protein","Major sperm protein","Major sperm protein","msp-51 is expressed in the reproductive system\; is predicted to encode a protein with the following domains: Major sperm protein (MSP) domain, PapD-like superfamily, and Immunoglobulin-like fold."
"97","WBGene00003446","R13H9.4","Major sperm protein","Major sperm protein","Major sperm protein","msp-53 is expressed in the reproductive system\; is predicted to encode a protein with the following domains: Major sperm protein (MSP) domain, PapD-like superfamily, and Immunoglobulin-like fold."
"98","WBGene00003448","C09B9.6","Major sperm protein","Major sperm protein","Major sperm protein","msp-55 is expressed in the reproductive system\; is predicted to encode a protein with the following domains: Major sperm protein (MSP) domain, PapD-like superfamily, and Immunoglobulin-like fold."
"99","WBGene00003449","K07F5.3","Major sperm protein","Major sperm protein","Major sperm protein","msp-56 is expressed in the reproductive system\; is predicted to encode a protein with the following domains: Major sperm protein (MSP) domain, PapD-like superfamily, and Immunoglobulin-like fold."
"100","WBGene00003450","R13H9.2","Major sperm protein","Major sperm protein","Major sperm protein","msp-57 is expressed in the reproductive system\; is predicted to encode a protein with the following domains: Major sperm protein (MSP) domain, PapD-like superfamily, and Immunoglobulin-like fold."
"101","WBGene00003452","ZK354.11","Major sperm protein","Major sperm protein","Major sperm protein","msp-59 is expressed in the reproductive system\; is predicted to encode a protein with the following domains: Major sperm protein (MSP) domain, PapD-like superfamily, and Immunoglobulin-like fold."
"102","WBGene00003456","K05F1.7","Major sperm protein","Major sperm protein","Major sperm protein","msp-63 is expressed in the reproductive system\; is predicted to encode a protein with the following domains: Major sperm protein (MSP) domain, PapD-like superfamily, and Immunoglobulin-like fold."
"103","WBGene00003457","ZK1248.6","Major sperm protein","Major sperm protein","Major sperm protein","msp-64 is expressed in the reproductive system\; is predicted to encode a protein with the following domains: Major sperm protein (MSP) domain, PapD-like superfamily, and Immunoglobulin-like fold."
"104","WBGene00003458","ZK354.1","Major sperm protein","Major sperm protein","Major sperm protein","msp-65 is expressed in the reproductive system\; is predicted to encode a protein with the following domains: Major sperm protein (MSP) domain, PapD-like superfamily, and Immunoglobulin-like fold."
"105","WBGene00003460","F59A6.8","Pseudogene","Pseudogene","Pseudogene","msp-71 is expressed in the reproductive system."
"106","WBGene00003462","F09C12.7","Major sperm protein","Major sperm protein","Major sperm protein","msp-74 is expressed in the reproductive system\; is predicted to encode a protein with the following domains: Major sperm protein (MSP) domain, PapD-like superfamily, and Immunoglobulin-like fold."
"107","WBGene00003463","ZK1251.6","Major sperm protein","Major sperm protein","Major sperm protein","msp-76 is expressed in the reproductive system\; is predicted to encode a protein with the following domains: Major sperm protein (MSP) domain, PapD-like superfamily, and Immunoglobulin-like fold."
"108","WBGene00003464","F32B6.6","Major sperm protein","Major sperm protein","Major sperm protein","msp-77 is involved in oocyte maturation, positive regulation of MAPK cascade, and positive regulation of smooth muscle contraction\; is expressed in the reproductive system."
"109","WBGene00003465","T13F2.11","Major sperm protein","Major sperm protein","Major sperm protein","msp-78 is expressed in the reproductive system\; is predicted to encode a protein with the following domains: Major sperm protein (MSP) domain, PapD-like superfamily, and Immunoglobulin-like fold."
"110","WBGene00003466","T13F2.10","Major sperm protein","Major sperm protein","Major sperm protein","msp-79 is expressed in the reproductive system\; is predicted to encode a protein with the following domains: Major sperm protein (MSP) domain, PapD-like superfamily, and Immunoglobulin-like fold."
