"","Wormbase.ID","Sequence.ID","Category.1","Category.2","Category.3","Automated.Description"
"17","WBGene00000218","F21F8.3","Proteolysis general","Proteolysis general: aspartate","Proteolysis general: aspartate: cathepsin","asp-5 is an ortholog of human PGA4, NAPSA, and PGA5\; is predicted to have aspartic-type endopeptidase activity\; is expressed in the intestine."
"18","WBGene00000220","K08F8.2","Transcription factor","Transcription factor: bZIP","Transcription factor: bZIP","atf-2 is an ortholog of human NFIL3 (nuclear factor, interleukin 3 regulated)\; exhibits RNA polymerase II regulatory region DNA binding activity\; is involved in negative regulation of transcription by RNA polymerase II\; is expressed in several tissues, including egg-laying apparatus, the digestive tract, the excretory system, and the nervous system."
"19","WBGene00000241","Y105E8A.5","Cilia","Cilia: IFT","Cilia: IFT: BBSome","bbs-1 is an ortholog of human BBS1 (Bardet-Biedl syndrome 1)\; is involved in intraciliary retrograde transport, non-motile cilium assembly, and protein localization to cilium\; localizes to the axoneme, ciliary basal body, and neuron projection\; is expressed in several tissues, including the intestine and the nervous system\; is used to study Bardet-Biedl syndrome and obesity\; human orthologs of this gene are implicated in Bardet-Biedl syndrome 1."
"20","WBGene00000266","C53B4.7","Stress response","Stress response: pathogen","Stress response: pathogen: unassigned","bre-1 is an ortholog of human GMDS (GDP-mannose 4,6-dehydratase)\; exhibits GDP-mannose 4,6-dehydratase activity\; is involved in GDP-L-fucose biosynthetic process, GDP-mannose metabolic process, and response to toxic substance\; localizes to the endoplasmic reticulum, sarcomere, and striated muscle dense body\; is expressed in the body wall musculature and the nervous system."
"21","WBGene00000272","F56A3.5","Nucleic acid","Nucleic acid: binding","Nucleic acid: binding: unassigned","bro-1 is an ortholog of human CBFB\; is predicted to have transcription coactivator activity\; is involved in nematode male tail tip morphogenesis and stem cell population maintenance\; localizes to the nucleus\; is expressed in several tissues, including the alimentary system, the epithelial system, the muscle cell, the ray precursor cell, and the uterine seam cell."
"22","WBGene00000301","T13F2.8","Signaling","Signaling: caveolin","Signaling: caveolin","cav-1 is an ortholog of human CAV1, CAV2, and CAV3\; is predicted to have protein-containing complex scaffold activity\; is involved in Ras protein signal transduction, meiotic cell cycle, and regulation of oviposition\; localizes to the cytoplasm, cytoplasmic vesicle, and plasma membrane part\; is expressed in several tissues, including germ cells, the embryonic cell, the nervous system, the pharynx, and the tail."
"23","WBGene00000372","T10B9.10","Stress response","Stress response: detoxification","Stress response: detoxification: CYP","cyp-13A7 is an ortholog of human TBXAS1 (thromboxane A synthase 1) and members of the human CYP3 (Cytochrome P450 family 3) gene family including CYP3A4, CYP3A7, and CYP3A5\; is predicted to have heme binding activity, iron ion binding activity, and oxidoreductase activity\; is expressed in the intestine."
"24","WBGene00000374","C01F6.3","Pseudogene","Pseudogene","Pseudogene","cyp-31A1 is enriched in the nervous system based on microarray studies\; is affected by several genes including daf-2, hsf-1, and clk-1 based on RNA-seq and microarray studies\; is affected by five chemicals including Lithium Chloride, lithium carbonate, and Alovudine based on microarray and RNA-seq studies."
"25","WBGene00000395","ZK112.7","Cytoskeleton","Cytoskeleton: cadherin","Cytoskeleton: cadherin","cdh-3 is an ortholog of human PCDHGA3 (protocadherin gamma subfamily A, 3), PCDHB15 (protocadherin beta 15), and PCDHB2 (protocadherin beta 2)\; is predicted to have structural molecule activity\; is involved in basement membrane disassembly and nematode male tail tip morphogenesis\; localizes to the basement membrane, cytoplasm, and plasma membrane\; is expressed in several tissues, including the epithelial system, the excretory cell, the male, the nervous system, and the reproductive system."
"26","WBGene00000397","F08B4.2","Cytoskeleton","Cytoskeleton: cadherin","Cytoskeleton: cadherin","cdh-5 is an ortholog of human FAT1 (FAT atypical cadherin 1), FAT2 (FAT atypical cadherin 2), and PCDH15 (protocadherin related 15)\; is predicted to have calcium ion binding activity."
"27","WBGene00000399","R05H10.6","Cytoskeleton","Cytoskeleton: cadherin","Cytoskeleton: cadherin","cdh-7 is an ortholog of human FAT1 (FAT atypical cadherin 1) and FAT2 (FAT atypical cadherin 2)\; is predicted to have calcium ion binding activity."
"28","WBGene00000401","F59C12.1","Cytoskeleton","Cytoskeleton: cadherin","Cytoskeleton: cadherin","cdh-9 is an ortholog of human PCDHGA3 (protocadherin gamma subfamily A, 3), PCDHB2 (protocadherin beta 2), and PCDHB15 (protocadherin beta 15)\; is predicted to have calcium ion binding activity."
"29","WBGene00000431","K02B12.1","Transcription factor","Transcription factor: homeodomain","Transcription factor: homeodomain","ceh-6 is an ortholog of human POU3F4 (POU class 3 homeobox 4)\; is predicted to have DNA-binding activity transcription factor activity\; is involved in excretion, transdifferentiation, and water homeostasis\; localizes to the cytosol and nucleus\; is expressed in several tissues, including the ABalaaap, the ABalaapaa, the epithelial system, the excretory cell, and the nervous system\; human orthologs of this gene are implicated in X-linked nonsyndromic deafness and sensorineural hearing loss."
"30","WBGene00000435","W03A3.1","Transcription factor","Transcription factor: homeodomain","Transcription factor: homeodomain","ceh-10 is an ortholog of human VSX1 (visual system homeobox 1) and VSX2 (visual system homeobox 2)\; is predicted to have DNA-binding activity transcription factor activity\; is involved in several processes, including generation of neurons, oviposition, and regulation of cell migration\; localizes to the nucleus\; is expressed in the ABalapppaa, the cephalic sensillum, the head, the nervous system, and the seam cell\; human orthologs of this gene are implicated in isolated microphthalmia 2, keratoconus, and posterior polymorphous corneal dystrophy 1."
"31","WBGene00000437","R13A5.5","Transcription factor","Transcription factor: homeodomain","Transcription factor: homeodomain","ceh-13 is an ortholog of human HOXA1 (homeobox A1) and HOXB1 (homeobox B1)\; is predicted to have DNA-binding activity transcription factor activity\; is involved in cell-cell adhesion and embryo development\; localizes to the cytoplasm and nucleus\; is expressed in several tissues, including the Q cell, the hypodermis, the male, the midbody, and the nervous system\; human orthologs of this gene are implicated in Athabaskan brainstem dysgenesis syndrome."
"32","WBGene00000439","C13G5.1","Transcription factor","Transcription factor: homeodomain","Transcription factor: homeodomain","ceh-16 is an ortholog of human EN1 (engrailed homeobox 1) and EN2 (engrailed homeobox 2)\; exhibits sequence-specific DNA binding activity\; is involved in several processes, including embryonic body morphogenesis, epidermal cell fate specification, and regulation of cellular biosynthetic process\; localizes to the nucleus\; is expressed in several tissues, including the ABalpaapaa, the ABaraa, the ABaraaapa, the epithelial system, and the nervous system."
"33","WBGene00000443","F31E3.1","Transcription factor","Transcription factor: homeodomain","Transcription factor: homeodomain","ceh-20 is an ortholog of human PBX1 (PBX homeobox 1), PBX3 (PBX homeobox 3), and PBX4 (PBX homeobox 4)\; exhibits RNA polymerase II transcription coactivator binding activity and enhancer sequence-specific DNA binding activity\; contributes to RNA polymerase II regulatory region sequence-specific DNA binding activity\; is involved in several processes, including mesodermal cell fate specification, muscle cell differentiation, and positive regulation of mesodermal cell fate specification\; localizes to the RNA polymerase II transcription factor complex\; is expressed in several tissues, including the Q cell, the hypodermis, the nervous system, the ventral cord blast cell, and the vulval precursor cell."
"34","WBGene00000445","F29F11.5","Transcription factor","Transcription factor: homeodomain","Transcription factor: homeodomain","ceh-22 is an ortholog of human NKX2-2 (NK2 homeobox 2) and NKX2-8 (NK2 homeobox 8)\; exhibits sequence-specific DNA binding activity\; is involved in cell fate specification, pharyngeal muscle development, and positive regulation of transcription by RNA polymerase II\; localizes to the nucleus\; is expressed in several tissues, including the G1, the Z1.a hermaphrodite, the alimentary system, the nervous system, and the reproductive system."
"35","WBGene00000448","K12H4.1","Transcription factor","Transcription factor: homeodomain","Transcription factor: homeodomain","pros-1 is an ortholog of human PROX1 (prospero homeobox 1) and PROX2 (prospero homeobox 2)\; is predicted to have DNA-binding activity transcription factor activity, RNA polymerase II-specific\; is expressed in several tissues, including the ABalaaappl, the ABarppaaa, the ABarpppaa, the nervous system, and the sensillum."
"36","WBGene00000449","F46F3.1","Transcription factor","Transcription factor: homeodomain","Transcription factor: homeodomain","ceh-27 is an ortholog of human NKX2-4 (NK2 homeobox 4), GSX1 (GS homeobox 1), and NKX2-1 (NK2 homeobox 1)\; is predicted to have DNA-binding activity transcription factor activity, RNA polymerase II-specific and RNA polymerase II regulatory region sequence-specific DNA binding activity\; is expressed in several tissues, including the ABalpapa, the ABalpapp, the ABaraapa, the ABaraapp, and the nervous system\; human orthologs of this gene are implicated in choreatic disease and papillary thyroid carcinoma."
"37","WBGene00000453","W05E10.3","Development","Development: somatic","Development: somatic","ceh-32 is an ortholog of human SIX3 (SIX homeobox 3) and SIX6 (SIX homeobox 6)\; is predicted to have DNA-binding activity transcription factor activity\; is involved in post-embryonic animal morphogenesis\; localizes to the nucleus\; is expressed in several tissues, including the ABalaaaa, the ABalaaap, the ABalaapa, the head, and the hypodermis\; human orthologs of this gene are implicated in holoprosencephaly 2 and microphthalmia."
"38","WBGene00000455","C10G8.6","Transcription factor","Transcription factor: homeodomain","Transcription factor: homeodomain","ceh-34 is an ortholog of human SIX1, SIX4 (SIX homeobox 4), and SIX5 (SIX homeobox 5)\; exhibits sequence-specific DNA binding activity\; is involved in mesodermal cell fate specification, positive regulation of apoptotic process involved in development, and regulation of transcription, DNA-templated\; localizes to the nucleus\; is expressed in several tissues, including the head, the male, the muscular system, and the pharynx\; human orthologs of this gene are implicated in branchiootorenal syndrome."
"39","WBGene00000457","C37E2.4","Transcription factor","Transcription factor: homeodomain","Transcription factor: homeodomain","ceh-36 is an ortholog of human CRX (cone-rod homeobox), OTX1 (orthodenticle homeobox 1), and OTX2 (orthodenticle homeobox 2)\; exhibits RNA polymerase II regulatory region sequence-specific DNA binding activity\; is involved in neuron fate specification, positive regulation of transcription by RNA polymerase II, and sensory perception of chemical stimulus\; localizes to the nucleus\; is expressed in several tissues, including the ABalpappa, the ABalpappaa, the ABalpappap, the ABalpappp, and the head."
"40","WBGene00000463","C28A5.4","Transcription factor","Transcription factor: homeodomain","Transcription factor: homeodomain","ceh-43 is an ortholog of human DLX2 (distal-less homeobox 2), DLX3, and DLX5 (distal-less homeobox 5)\; is predicted to have DNA-binding activity transcription factor activity\; is involved in embryo development\; is expressed in several tissues, including the ABalaa, the ABalaaaa, the epithelial system, the hyp7 precursor cell, and the nervous system\; human orthologs of this gene are implicated in amelogenesis imperfecta type 4 and split hand-foot malformation 1 with sensorineural hearing loss."
"41","WBGene00000468","F43G9.11","Transcription factor","Transcription factor: ZF","Transcription factor: ZF","ces-1 is an ortholog of human SCRT1 (scratch family transcriptional repressor 1) and SCRT2 (scratch family transcriptional repressor 2)\; exhibits RNA polymerase II regulatory region sequence-specific DNA binding activity\; is involved in negative regulation of programmed cell death and negative regulation of transcription by RNA polymerase II\; is expressed in head neurons and the head ganglion."
"42","WBGene00000469","ZK909.4","Transcription factor","Transcription factor: bZIP","Transcription factor: bZIP","ces-2 is an ortholog of human DBP (D-box binding PAR bZIP transcription factor), HLF (HLF, PAR bZIP transcription factor), and TEF (TEF, PAR bZIP transcription factor)\; exhibits RNA polymerase II regulatory region DNA binding activity and sequence-specific double-stranded DNA binding activity\; is involved in apoptotic process and positive regulation of programmed cell death\; is expressed in the excretory duct cell\; is used to study acute lymphocytic leukemia."
"43","WBGene00000476","T23D8.8","Transcription factor","Transcription factor: AIRD","Transcription factor: AIRD","cfi-1 is an ortholog of human ARID3A, ARID3B (AT-rich interaction domain 3B), and ARID3C (AT-rich interaction domain 3C)\; exhibits sequence-specific DNA binding activity\; is involved in several processes, including cell fate commitment, neuron differentiation, and regulation of cellular biosynthetic process\; localizes to the nucleus\; is expressed in several tissues, including the muscular system and the nervous system."
"44","WBGene00000478","F27E11.3","Signaling","Signaling: frizzled","Signaling: frizzled","cfz-2 is an ortholog of human FZD5 (frizzled class receptor 5) and FZD8 (frizzled class receptor 8)\; is predicted to have G protein-coupled receptor activity\; is involved in generation of neurons, neuroblast migration, and positive regulation of motor neuron migration\; is expressed in the alimentary system, the digestive tract, the head, and the nervous system."
"45","WBGene00000484","F38G1.1","Cilia","Cilia: IFT","Cilia: IFT-B","che-2 is an ortholog of human IFT80 (intraflagellar transport 80)\; exhibits structural molecule activity\; is involved in several processes, including chemotaxis to cAMP, cilium assembly, and dauer larval development\; localizes to the ciliary basal body and non-motile cilium\; is expressed in the head, the nervous system, and the sensillum\; human orthologs of this gene are implicated in asphyxiating thoracic dystrophy 2."
"46","WBGene00000490","C27A7.4","Cilia","Cilia: IFT","Cilia: IFT-A","che-11 is an ortholog of human IFT140 (intraflagellar transport 140)\; is involved in several processes, including cilium assembly, dauer entry, and positive regulation of cellular component movement\; localizes to the non-motile cilium\; is expressed in the body wall musculature, the head, the nervous system, and the sensillum\; human orthologs of this gene are implicated in short-rib thoracic dysplasia 9 with or without polydactyly."
"47","WBGene00000491","B0024.8","Neuronal function","Neuronal function: unassigned","Neuronal function: unassigned","che-12 is an ortholog of human TOGARAM1 (TOG array regulator of axonemal microtubules 1)\; is involved in several processes, including chemotaxis, cilium assembly, and hyperosmotic response\; localizes to the cilium, dendrite, and neuronal cell body\; is expressed in amphid neurons and phasmid neurons."
"48","WBGene00000493","F56H1.1","Transmembrane transport","Transmembrane transport: unassigned","Transmembrane transport: unassigned","che-14 is an ortholog of human DISP1 and DISP2\; localizes to the apical plasma membrane\; is expressed in the epithelial cell, the epithelial system, the excretory system, the rectum, and the vulva."
"49","WBGene00000516","T05A6.1","Cell cycle","Cell cycle: unassigned","Cell cycle: unassigned","cki-1 is predicted to have cyclin-dependent protein serine\/threonine kinase inhibitor activity\; is involved in several processes, including gonad development, negative regulation of cell cycle, and negative regulation of cell division\; localizes to the nucleus\; is expressed in several tissues, including the Q cell, the alimentary system, the epithelial system, the reproductive system, and the vulval precursor cell."
"50","WBGene00000518","C05H8.1","Signaling","Signaling: calcium","Signaling: calcium: unassigned","ckk-1 is an ortholog of human CAMKK1 and CAMKK2\; exhibits calmodulin binding activity and calmodulin-dependent protein kinase activity\; is involved in several processes, including positive regulation of CREB transcription factor activity, positive regulation of protein kinase activity, and protein phosphorylation\; localizes to the cytoplasm and nucleus\; is expressed in head neurons, tail neurons, and the vulval muscle."
"51","WBGene00000521","C15C8.2","Transcription factor","Transcription factor: bHLH","Transcription factor: bHLH","cky-1 is an ortholog of human NPAS4 (neuronal PAS domain protein 4)\; contributes to sequence-specific DNA binding activity\; is involved in positive regulation of transcription by RNA polymerase II\; localizes to the RNA polymerase II transcription factor complex\; is expressed in the pharyngeal cell."
"52","WBGene00000522","C09F12.1","Cytoskeleton","Cytoskeleton: claudin","Cytoskeleton: claudin","clc-1 is an ortholog of human EMP1, CLDND2, and NKG7\; is involved in defense response to Gram-positive bacterium, epithelial cell-cell adhesion, and innate immune response\; localizes to the cell-cell junction\; is expressed in the pharynx."
"53","WBGene00000526","C01C10.4","Cytoskeleton","Cytoskeleton: claudin","Cytoskeleton: claudin","clc-5 is an ortholog of human EMP1, CLDND2, and NKG7\; is predicted to encode a protein with the following domain: Clc protein-like."
"54","WBGene00000553","K07A9.2","Signaling","Signaling: calcium","Signaling: calcium: calmodulin dependent","cmk-1 is an ortholog of human CAMK1 (calcium\/calmodulin dependent protein kinase I) and CAMK1D (calcium\/calmodulin dependent protein kinase ID)\; exhibits calmodulin binding activity and calmodulin-dependent protein kinase activity\; is involved in several processes, including generation of neurons, protein autophosphorylation, and regulation of cellular biosynthetic process\; localizes to the cytoplasm and nucleus\; is expressed in the head, the intestine, the nervous system, and the vulval muscle."
"55","WBGene00000561","C34E10.7","Transcription factor","Transcription factor: bHLH","Transcription factor: bHLH","cnd-1 is an ortholog of human NEUROD1 (neuronal differentiation 1), NEUROD2 (neuronal differentiation 2), and NEUROD4\; is predicted to have DNA-binding activity transcription factor activity\; is involved in axonal fasciculation\; localizes to the nucleus\; is expressed in several tissues, including the ABalaa, the ABalaaaa, the ABalaaap, the nervous system, and the ventral cord blast cell\; human orthologs of this gene are implicated in maturity-onset diabetes of the young type 6 and type 2 diabetes mellitus."
"56","WBGene00000594","T28C6.6","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-3 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"57","WBGene00000599","B0222.8","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-10 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"58","WBGene00000603","C46A5.3","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-14 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"59","WBGene00000616","C09G5.4","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-39 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"60","WBGene00000625","Y54E10BL.2","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-48 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"61","WBGene00000641","K08C9.4","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-65 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"62","WBGene00000650","ZK1248.2","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-74 is an ortholog of human COLQ\; is predicted to be a structural constituent of cuticle."
"63","WBGene00000653","M195.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-77 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"64","WBGene00000672","ZK1010.7","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-97 is predicted to be a structural constituent of cuticle."
"65","WBGene00000674","F29C4.8","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-99 is an ortholog of human COL13A1 (collagen type XIII alpha 1 chain), COL4A1 (collagen type IV alpha 1 chain), and COL4A5 (collagen type IV alpha 5 chain)\; is predicted to be a structural constituent of cuticle\; localizes to the extracellular region, neuromuscular junction, and spanning component of plasma membrane\; is expressed in the epithelial system, the muscular system, and the nervous system."
"66","WBGene00000678","F58F6.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-104 is an ortholog of human OTOL1, C1QTNF7 (C1q and TNF related 7), and C1QTNF9 (C1q and TNF related 9)\; is predicted to be a structural constituent of cuticle."
"67","WBGene00000681","C34H4.4","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-107 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"68","WBGene00000683","Y38C1BA.3","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-109 is predicted to be a structural constituent of cuticle\; is involved in endoplasmic reticulum unfolded protein response."
"69","WBGene00000685","F29B9.9","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-111 is an ortholog of human OTOL1, C1QTNF7 (C1q and TNF related 7), and C1QTNF9 (C1q and TNF related 9)\; is predicted to be a structural constituent of cuticle."
"70","WBGene00000687","C34D4.15","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-113 is an ortholog of human OTOL1, C1QTNF7 (C1q and TNF related 7), and C1QTNF9 (C1q and TNF related 9)\; is predicted to be a structural constituent of cuticle."
"71","WBGene00000689","Y42H9B.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-115 is an ortholog of human COL16A1 (collagen type XVI alpha 1 chain)\; human COL16A1 exhibits integrin binding activity."
"72","WBGene00000695","F56D5.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-121 is an ortholog of human COL22A1 (collagen type XXII alpha 1 chain) and COL27A1 (collagen type XXVII alpha 1 chain)\; is predicted to be a structural constituent of cuticle\; is expressed in the hyp7 syncytium."
"73","WBGene00000704","F08G5.4","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-130 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle\; is expressed in the intestine and the vulva."
"74","WBGene00000705","C39E9.3","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-131 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to encode a protein with the following domain: Collagen triple helix repeat."
"75","WBGene00000717","B0222.6","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-144 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle\; is expressed in the hypodermis."
"76","WBGene00000738","F14H12.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-165 is an ortholog of human COL5A1 (collagen type V alpha 1 chain), MARCO, and COL11A1 (collagen type XI alpha 1 chain)\; is predicted to be a structural constituent of cuticle."
"77","WBGene00000741","T10E10.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-168 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"78","WBGene00000745","F38B6.5","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-172 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"79","WBGene00000747","F46C8.2","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-174 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"80","WBGene00000755","R09A8.4","Pseudogene","Pseudogene","Pseudogene","col-182 is an ortholog of human OTOL1, C1QTNF7 (C1q and TNF related 7), and C1QTNF9 (C1q and TNF related 9)\; is predicted to be a structural constituent of cuticle."
"81","WBGene00000778","D1069.2","Unassigned","Unassigned","Unassigned","cpn-2 is an ortholog of human CNN3, TAGLN, and TAGLN2\; human TAGLN2 exhibits cadherin binding activity."
"82","WBGene00000783","T10H4.12","Stress response","Stress response: pathogen","Stress response: pathogen: unassigned","cpr-3 is an ortholog of human CTSB (cathepsin B)\; is predicted to have cysteine-type peptidase activity\; is involved in innate immune response\; is expressed in the intestine, the pharyngeal-intestinal valve, the pharynx, and the rectal gland cell."
"83","WBGene00000789","M04G12.2","Proteolysis general","Proteolysis general: aspartate","Proteolysis general: aspartate: cathepsin","cpz-2 is an ortholog of human CTSZ (cathepsin Z)\; is predicted to have cysteine-type peptidase activity."
"84","WBGene00000792","F11C7.4","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","crb-1 is an ortholog of human CRB1 (crumbs 1, cell polarity complex component) and CRB2 (crumbs 2, cell polarity complex component)\; is predicted to have calcium ion binding activity\; localizes to the apical part of cell and cytoplasm\; is expressed in the intestinal cell."
"85","WBGene00000835","ZK652.11","Chaperone","Chaperone: unassigned","Chaperone: unassigned","cuc-1 is an ortholog of human Atox1\; exhibits copper chaperone activity\; is involved in copper ion transport\; localizes to the cytosol\; is expressed in the hyp5, the hyp6, the hyp7 syncytium, and the intestine."
"86","WBGene00000853","M142.2","Extracellular material","Extracellular material: cuticlin","Extracellular material: cuticlin","cut-6 localizes to the alae of collagen and cuticulin-based cuticle extracellular matrix\; is expressed in the hypodermis."
