"","Wormbase.ID","Sequence.ID","Category.1","Category.2","Category.3","Automated.Description"
"17","WBGene00000512","B0285.9","Metabolism","Metabolism: lipid","Metabolism: lipid: phospholipid","ckb-2 is an ortholog of human CHKA and CHKB\; exhibits choline kinase activity\; is involved in CDP-choline pathway\; is expressed in several tissues, including the alimentary system, the excretory gland cell, the head, the hmc, and the reproductive system\; human orthologs of this gene are implicated in megaconial type congenital muscular dystrophy."
"18","WBGene00000521","C15C8.2","Transcription factor","Transcription factor: bHLH","Transcription factor: bHLH","cky-1 is an ortholog of human NPAS4 (neuronal PAS domain protein 4)\; contributes to sequence-specific DNA binding activity\; is involved in positive regulation of transcription by RNA polymerase II\; localizes to the RNA polymerase II transcription factor complex\; is expressed in the pharyngeal cell."
"19","WBGene00000526","C01C10.4","Cytoskeleton","Cytoskeleton: claudin","Cytoskeleton: claudin","clc-5 is an ortholog of human EMP1, CLDND2, and NKG7\; is predicted to encode a protein with the following domain: Clc protein-like."
"20","WBGene00000594","T28C6.6","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-3 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"21","WBGene00000599","B0222.8","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-10 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"22","WBGene00000618","T10B10.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-41 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle\; is expressed in the hypodermis and the vulval precursor cell."
"23","WBGene00000623","Y18H1A.13","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-46 is enriched in the intestine based on RNA-seq studies\; is affected by several genes including skn-1, npr-1, and dpy-7 based on tiling array, RNA-seq, and microarray studies\; is affected by seven chemicals including methylmercury hydroxide, 1-methylnicotinamide, and nicotinic acid based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: Collagen triple helix repeat."
"24","WBGene00000624","Y18H1A.12","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-47 is enriched in the hypodermis based on RNA-seq studies\; is affected by several genes including alg-1, alg-2, and hpl-2 based on microarray and RNA-seq studies\; is affected by methylmercury hydroxide based on RNA-seq studies\; is predicted to encode a protein with the following domain: Collagen triple helix repeat."
"25","WBGene00000631","F33D11.3","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-54 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"26","WBGene00000665","C29E4.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-90 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"27","WBGene00000673","F14F7.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-98 is predicted to be a structural constituent of cuticle."
"28","WBGene00000677","F56B3.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-103 is predicted to be a structural constituent of cuticle."
"29","WBGene00000691","T28C6.4","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-117 is predicted to be a structural constituent of cuticle."
"30","WBGene00000702","F12F6.9","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-128 is an ortholog of human COL11A1 (collagen type XI alpha 1 chain), COL5A1 (collagen type V alpha 1 chain), and COL5A3 (collagen type V alpha 3 chain)\; human COL5A1 exhibits heparin binding activity, platelet-derived growth factor binding activity, and proteoglycan binding activity."
"31","WBGene00000715","T15B7.4","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-142 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"32","WBGene00000717","B0222.6","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-144 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle\; is expressed in the hypodermis."
"33","WBGene00000722","B0024.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-149 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"34","WBGene00000731","D2023.7","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-158 is an ortholog of human COLQ\; is predicted to be a structural constituent of cuticle."
"35","WBGene00000739","T07H6.3","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-166 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"36","WBGene00000740","T10E10.2","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-167 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"37","WBGene00000742","T10E10.5","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-169 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle."
"38","WBGene00000749","ZC373.7","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","col-176 is an ortholog of human SFTPD (surfactant protein D)\; is predicted to be a structural constituent of cuticle."
"39","WBGene00000781","C52E4.1","Proteolysis general","Proteolysis general: cysteine","Proteolysis general: cysteine: cathepsin","cpr-1 is an ortholog of human CTSB (cathepsin B)\; is predicted to have cysteine-type peptidase activity\; is expressed in the intestine and the male."
"40","WBGene00000783","T10H4.12","Stress response","Stress response: pathogen","Stress response: pathogen: unassigned","cpr-3 is an ortholog of human CTSB (cathepsin B)\; is predicted to have cysteine-type peptidase activity\; is involved in innate immune response\; is expressed in the intestine, the pharyngeal-intestinal valve, the pharynx, and the rectal gland cell."
"41","WBGene00000784","F44C4.3","Proteolysis general","Proteolysis general: aspartate","Proteolysis general: aspartate: cathepsin","cpr-4 is an ortholog of human CTSB (cathepsin B)\; exhibits cysteine-type endopeptidase activity\; is involved in cellular response to UV, cellular response to gamma radiation, and proteolysis involved in cellular protein catabolic process\; localizes to the extracellular region."
"42","WBGene00000785","W07B8.5","Proteolysis general","Proteolysis general: cysteine","Proteolysis general: cysteine: unassigned","cpr-5 is an ortholog of human CTSB (cathepsin B)\; is predicted to have cysteine-type peptidase activity."
"43","WBGene00000830","Y54G11A.6","Stress response","Stress response: oxidative","Stress response: oxidative","ctl-1 is an ortholog of human CAT\; exhibits catalase activity\; human orthologs of this gene are implicated in acatalasia."
"44","WBGene00000870","Y38F1A.5","Cell cycle","Cell cycle: cyclin","Cell cycle: cyclin","cyd-1 is an ortholog of human CCND1 (cyclin D1), CCND2 (cyclin D2), and CCND3 (cyclin D3)\; is involved in several processes, including animal organ development, asymmetric cell division, and positive regulation of macromolecule metabolic process\; is expressed in several tissues, including the hypodermis, the intestine, the nervous system, and the reproductive system\; human orthologs of this gene are implicated in multiple myeloma and von Hippel-Lindau disease."
"45","WBGene00000882","F42G9.2","Chaperone","Chaperone: cyclophilin","Chaperone: cyclophilin","cyn-6 is an ortholog of human PPIB (peptidylprolyl isomerase B)\; is predicted to have peptidyl-prolyl cis-trans isomerase activity\; is expressed in the intestine\; human orthologs of this gene are implicated in osteogenesis imperfecta type 9."
"46","WBGene00000884","D1009.2","Chaperone","Chaperone: cyclophilin","Chaperone: cyclophilin","cyn-8 is an ortholog of human PPIG (peptidylprolyl isomerase G)\; exhibits peptidyl-prolyl cis-trans isomerase activity\; localizes to the nucleus\; is expressed in the intestine and the pharynx."
"47","WBGene00000897","F29C4.1","Signaling","Signaling: TGF beta","Signaling: TGF beta","daf-1 is an ortholog of human ACVR1B (activin A receptor type 1B), ACVR1 (activin A receptor type 1), and BMPR1B\; is predicted to have transforming growth factor beta-activated receptor activity\; is involved in several processes, including dauer entry, determination of adult lifespan, and response to bacterium\; is expressed in several tissues, including the gonad, the head, the intestine, the muscle cell, and the nervous system."
"48","WBGene00000905","T13C5.1","Metabolism","Metabolism: lipid","Metabolism: lipid: sterol","daf-9 is an ortholog of human CYP2J2 (cytochrome P450 family 2 subfamily J member 2), CYP2R1 (cytochrome P450 family 2 subfamily R member 1), and CYP2U1 (cytochrome P450 family 2 subfamily U member 1)\; is predicted to have heme binding activity, iron ion binding activity, and oxidoreductase activity\; is involved in cell-cell signaling, dauer larval development, and regulation of cell migration\; localizes to the neuronal cell body and perinuclear region of cytoplasm\; is expressed in several tissues, including the excretory cell, the head, the hypodermis, and the reproductive system\; human orthologs of this gene are implicated in hereditary spastic paraplegia 56, lung cancer, and rickets."
"49","WBGene00000914","F33H1.1","Transcription factor","Transcription factor: unassigned","Transcription factor: unassigned","daf-19 is an ortholog of human RFX1 (regulatory factor X1), RFX2 (regulatory factor X2), and RFX3 (regulatory factor X3)\; is predicted to have DNA binding activity\; is involved in positive regulation of transcription by RNA polymerase II and regulation of non-motile cilium assembly\; localizes to the nucleus\; is expressed in several tissues, including the alimentary system, the epithelial system, the excretory cell, the muscular system, and the nervous system."
"50","WBGene00000928","M03A1.7","Extracellular material","Extracellular material: secreted protein","Extracellular material: secreted protein","dao-2 is enriched in the PLM, the hypodermis, and the intestine based on tiling array and RNA-seq studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on microarray and RNA-seq studies\; is affected by nineteen chemicals including methylmercury hydroxide, 1-methylnicotinamide, and manganese chloride based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: Domain of unknown function DB."
"51","WBGene00000942","ZC477.9","Cytoskeleton","Cytoskeleton: unassigned","Cytoskeleton: unassigned","deb-1 is an ortholog of human VCL\; is a structural constituent of cytoskeleton\; is involved in cytoskeletal anchoring at plasma membrane and positive regulation of ovulation\; localizes to the cytoskeleton and striated muscle dense body\; is expressed in the gonad\; human orthologs of this gene are implicated in dilated cardiomyopathy 1W and hypertrophic cardiomyopathy 15."
"52","WBGene00000950","C47C12.6","Transmembrane transport","Transmembrane transport: ion channel","Transmembrane transport: ion channel","deg-1 is an ortholog of human SCNN1G (sodium channel epithelial 1 gamma subunit), SCNN1B (sodium channel epithelial 1 beta subunit), and SCNN1A (sodium channel epithelial 1 alpha subunit)\; is predicted to have sodium channel activity\; is involved in response to acidic pH and response to amino acid\; is expressed in the head, the muscular system, and the nervous system\; is used to study hypokalemic periodic paralysis and neurodegenerative disease\; human orthologs of this gene are implicated in Liddle syndrome, autosomal recessive pseudohypoaldosteronism type 1, and bronchiectasis."
"53","WBGene00000963","R06C7.3","Metabolism","Metabolism: nucleotide","Metabolism: nucleotide","dhp-1 is an ortholog of human DPYSL3, DPYSL2, and CRMP1\; exhibits hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides\; is involved in pyrimidine nucleobase catabolic process\; localizes to the nucleus\; is expressed in the head, the hypodermis, and the pharynx."
"54","WBGene00000968","T05F1.10","Metabolism","Metabolism: short chain dehydrogenase","Metabolism: short chain dehydrogenase","dhs-4 is an ortholog of human HSD17B13 (hydroxysteroid 17-beta dehydrogenase 13), HSD17B11 (hydroxysteroid 17-beta dehydrogenase 11), and SDR16C5 (short chain dehydrogenase\/reductase family 16C member 5)\; human SDR16C5 exhibits activating transcription factor binding activity, retinol dehydrogenase activity, and transcriptional repressor activity, RNA polymerase II transcription factor binding activity."
"55","WBGene00000969","F56D1.5","Metabolism","Metabolism: lipid","Metabolism: lipid: sterol","dhs-5 is an ortholog of human HSD17B12 (hydroxysteroid 17-beta dehydrogenase 12) and HSD17B3 (hydroxysteroid 17-beta dehydrogenase 3)\; is predicted to have oxidoreductase activity\; is expressed in the hypodermis, the muscle cell, and the reproductive system."
"56","WBGene00000978","R05D8.10","Metabolism","Metabolism: short chain dehydrogenase","Metabolism: short chain dehydrogenase","dhs-15 is an ortholog of human HSD17B14\; is predicted to encode a protein with the following domains: Short-chain dehydrogenase\/reductase SDR and NAD(P)-binding domain superfamily."
"57","WBGene00000979","C10F3.2","Metabolism","Metabolism: short chain dehydrogenase","Metabolism: short chain dehydrogenase","dhs-16 is an ortholog of human HSD17B6 (hydroxysteroid 17-beta dehydrogenase 6), DHRS9 (dehydrogenase\/reductase 9), and RDH5 (retinol dehydrogenase 5)\; exhibits steroid dehydrogenase activity\; is involved in oxidation-reduction process\; is expressed in head neurons, tail neurons, the hypodermis, and the terminal bulb\; human orthologs of this gene are implicated in fundus albipunctatus."
"58","WBGene00000983","F35B12.2","Metabolism","Metabolism: short chain dehydrogenase","Metabolism: short chain dehydrogenase","dhs-20 is an ortholog of human HSD17B6 (hydroxysteroid 17-beta dehydrogenase 6), DHRS9 (dehydrogenase\/reductase 9), and RDH5 (retinol dehydrogenase 5)\; human orthologs of this gene are implicated in fundus albipunctatus\; human DHRS9 exhibits alcohol dehydrogenase (NAD) activity, retinol dehydrogenase activity, and testosterone dehydrogenase (NAD+) activity."
"59","WBGene00000986","R08H2.1","Metabolism","Metabolism: short chain dehydrogenase","Metabolism: short chain dehydrogenase","dhs-23 is an ortholog of human HSD17B14\; is expressed in the head, the hypodermis, and the intestine\; is predicted to encode a protein with the following domains: Short-chain dehydrogenase\/reductase SDR and NAD(P)-binding domain superfamily."
"60","WBGene00000990","C04F6.5","Metabolism","Metabolism: short chain dehydrogenase","Metabolism: short chain dehydrogenase","dhs-27 is an ortholog of human HSD17B12 (hydroxysteroid 17-beta dehydrogenase 12), HSD17B3 (hydroxysteroid 17-beta dehydrogenase 3), and HSDL1 (hydroxysteroid dehydrogenase like 1)\; is predicted to have oxidoreductase activity."
"61","WBGene00000992","F27D9.6","Metabolism","Metabolism: lipid","Metabolism: lipid: sterol","dhs-29 is an ortholog of human HSD17B11 (hydroxysteroid 17-beta dehydrogenase 11) and HSD17B13 (hydroxysteroid 17-beta dehydrogenase 13)\; human HSD17B11 exhibits steroid dehydrogenase activity."
"62","WBGene00000998","K07E12.1","Development","Development: somatic","Development: somatic","dig-1 is an ortholog of human ISLR (immunoglobulin superfamily containing leucine rich repeat), ISLR2 (immunoglobulin superfamily containing leucine rich repeat 2), and LRRN3 (leucine rich repeat neuronal 3)\; is predicted to have calcium ion binding activity and catalytic activity\; is involved in gonad development and nervous system development\; is expressed in several tissues, including the SM1L.a, the SM1L.aa, the SM1L.aaa, the male, and the muscular system."
"63","WBGene00001063","M01E10.2","Extracellular material","Extracellular material: cuticlin","Extracellular material: cuticlin","dpy-1 is involved in body morphogenesis and positive regulation of growth."
"64","WBGene00001064","T14B4.6","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","dpy-2 is an ortholog of human COL5A1 (collagen type V alpha 1 chain), MARCO, and COL11A1 (collagen type XI alpha 1 chain)\; is predicted to be a structural constituent of collagen and cuticulin-based cuticle\; is involved in cuticle development involved in collagen and cuticulin-based cuticle molting cycle, post-embryonic body morphogenesis, and regulation of growth\; is expressed in head neurons and the pharynx."
"65","WBGene00001065","EGAP7.1","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","dpy-3 is an ortholog of human OTOL1, C1QTNF7 (C1q and TNF related 7), and C1QTNF9 (C1q and TNF related 9)\; is predicted to be a structural constituent of cuticle\; is involved in cuticle development involved in collagen and cuticulin-based cuticle molting cycle."
"66","WBGene00001068","F16F9.2","Extracellular material","Extracellular material: PGI","Extracellular material: PGI","dpy-6 exhibits calmodulin binding activity."
"67","WBGene00001069","F46C8.6","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","dpy-7 is an ortholog of human COL22A1 (collagen type XXII alpha 1 chain), COL27A1 (collagen type XXVII alpha 1 chain), and SFTPD (surfactant protein D)\; is a structural constituent of collagen and cuticulin-based cuticle\; is involved in cuticle development involved in collagen and cuticulin-based cuticle molting cycle and post-embryonic body morphogenesis\; localizes to the annular furrow extracellular matrix\; is expressed in the epithelial system and the ventral cord blast cell."
"68","WBGene00001070","C31H2.2","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","dpy-8 is predicted to be a structural constituent of cuticle\; is involved in cuticle development involved in collagen and cuticulin-based cuticle molting cycle."
"69","WBGene00001071","T21D12.2","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","dpy-9 is predicted to be a structural constituent of cuticle."
"70","WBGene00001072","T14B4.7","Extracellular material","Extracellular material: collagen","Extracellular material: collagen","dpy-10 is predicted to be a structural constituent of collagen and cuticulin-based cuticle\; is involved in cuticle development involved in collagen and cuticulin-based cuticle molting cycle, locomotion, and post-embryonic body morphogenesis."
"71","WBGene00001078","F22B7.10","Protein modification","Protein modification: carbohydrate","Protein modification: carbohydrate","dpy-19 is an ortholog of human DPY19L1 and DPY19L2\; exhibits mannosyltransferase activity\; is involved in protein C-linked glycosylation via 2'-alpha-mannosyl-L-tryptophan\; localizes to the perinuclear region of cytoplasm\; is expressed in several tissues, including the Q cell, the body wall musculature, the hypodermal cell, and the ventral cord blast cell\; human orthologs of this gene are implicated in azoospermia and spermatogenic failure 9."
"72","WBGene00001147","Y105E8A.7","Neuronal function","Neuronal function: synaptic function","Neuronal function: synaptic function: unassigned","eat-18 is involved in chemical synaptic transmission and regulation of pharyngeal pumping."
"73","WBGene00001158","F01G10.3","Metabolism","Metabolism: lipid","Metabolism: lipid: beta oxidation","ech-9 is an ortholog of human EHHADH\; is predicted to have 3-hydroxyacyl-CoA dehydrogenase activity and metal ion binding activity\; human orthologs of this gene are implicated in Fanconi syndrome."
"74","WBGene00001159","C26D10.5","Extracellular material","Extracellular material: secreted protein","Extracellular material: secreted protein","eff-1 exhibits identical protein binding activity\; is involved in several processes, including animal organ development, embryonic body morphogenesis, and locomotion\; localizes to several cellular components, including the cell-cell contact zone, cytoplasm, and extracellular region\; is expressed in several tissues, including the alimentary system, the hyp7 precursor cell, the hypodermis, the reproductive system, and the set precursor."
"75","WBGene00001169","R03G5.1","Ribosome","Ribosome: EIF","Ribosome: EIF","eef-1A.2 is an ortholog of human EEF1A1 and EEF1A2\; is predicted to have translation factor activity, RNA binding activity\; human orthologs of this gene are implicated in autosomal dominant non-syndromic intellectual disability 38."
"76","WBGene00001178","F22E12.4","Protein modification","Protein modification: unassigned","Protein modification: unassigned","egl-9 is an ortholog of human EGLN1 (egl-9 family hypoxia inducible factor 1), EGLN2, and EGLN3\; exhibits peptidyl-proline 4-dioxygenase activity\; is involved in peptidyl-proline hydroxylation to 4-hydroxy-L-proline, regulation of protein localization, and response to hypoxia\; localizes to the dendrite and nucleus\; is expressed in the ventral nerve cord."
"77","WBGene00001184","F58A3.2","Signaling","Signaling: FGF","Signaling: FGF","egl-15 is an ortholog of human FGFR3 (fibroblast growth factor receptor 3)\; exhibits protein kinase activity\; is involved in several processes, including cell migration, digestive tract morphogenesis, and fibroblast growth factor receptor signaling pathway\; is expressed in several tissues, including head neurons, the hypodermis, the intestine, the male, and the reproductive system\; is used to study bone disease\; human orthologs of this gene are implicated in several diseases, including bone disease (multiple), gastrointestinal system cancer (multiple), and reproductive organ cancer (multiple)."
"78","WBGene00001210","K11G9.4","Transcription factor","Transcription factor: ZF","Transcription factor: ZF","egl-46 is an ortholog of human INSM1 (INSM transcriptional repressor 1) and INSM2 (INSM transcriptional repressor 2)\; exhibits RNA polymerase II transcription factor binding activity\; is involved in several processes, including cell fate commitment, generation of neurons, and positive regulation of exit from mitosis\; localizes to the nucleus\; is expressed in several tissues, including the Q cell, the QL.a, the QL.aa, the QL.p, and the nervous system."
"79","WBGene00001253","F52C12.5","Transcription factor","Transcription factor: GATA","Transcription factor: GATA","elt-6 is an ortholog of human GATA2 (GATA binding protein 2) and GATA3 (GATA binding protein 3)\; exhibits RNA polymerase II regulatory region sequence-specific DNA binding activity\; localizes to the nucleus\; is expressed in several tissues, including the body wall muscle quadrant, the hyp7 precursor cell, the nervous system, the seam cell, and the ventral cord blast cell."
"80","WBGene00001366","C33D9.1","Signaling","Signaling: small GTPase","Signaling: small GTPase: Rho/Rac","exc-5 is an ortholog of human FGD2, FGD3, and FGD4\; is predicted to have guanyl-nucleotide exchange factor activity\; is involved in several processes, including cell morphogenesis, epithelial cell development, and positive regulation of actin filament binding activity\; localizes to several cellular components, including the actin cytoskeleton, apical cortex, and cell body\; is expressed in several tissues, including the alimentary system, the excretory cell, the gonad, and the nervous system\; is used to study Aarskog syndrome and Charcot-Marie-Tooth disease type 4H\; human orthologs of this gene are implicated in Charcot-Marie-Tooth disease type 4H."
"81","WBGene00001389","F15B9.3","Metabolism","Metabolism: lipid","Metabolism: lipid: binding","far-5 is predicted to have lipid binding activity\; is expressed in the male."
"82","WBGene00001391","K01A2.2","Metabolism","Metabolism: lipid","Metabolism: lipid: binding","far-7 exhibits oleic acid binding activity\; localizes to the cytoplasm\; is expressed in the excretory cell, the hypodermis, and the male."
"83","WBGene00001430","C50F2.6","Chaperone","Chaperone: cyclophilin","Chaperone: cyclophilin","fkb-5 is an ortholog of human FKBP10 (FKBP prolyl isomerase 10) and FKBP9 (FKBP prolyl isomerase 9)\; is predicted to have peptidyl-prolyl cis-trans isomerase activity\; is expressed in the hypodermis."
"84","WBGene00001432","B0511.1","Chaperone","Chaperone: cyclophilin","Chaperone: cyclophilin","fkb-7 is an ortholog of human FKBP14 (FKBP prolyl isomerase 14) and FKBP7 (FKBP prolyl isomerase 7)\; is predicted to have peptidyl-prolyl cis-trans isomerase activity."
"85","WBGene00001452","C36H8.3","Neuronal function","Neuronal function: synaptic function","Neuronal function: synaptic function: neuropeptide","flp-9 exhibits neuropeptide receptor binding activity\; is involved in action potential, locomotory behavior, and neuropeptide signaling pathway\; is expressed in the nerve ring."
"86","WBGene00001454","K02G10.4","Neuronal function","Neuronal function: synaptic function","Neuronal function: synaptic function: neuropeptide","flp-11 exhibits neuropeptide receptor binding activity\; is involved in neuropeptide signaling pathway and sleep\; is expressed in several tissues, including the head, the nervous system, and the reproductive system."
"87","WBGene00001461","Y48D7A.2","Neuronal function","Neuronal function: synaptic function","Neuronal function: synaptic function: neuropeptide","flp-18 is predicted to have neuropeptide Y receptor binding activity\; is involved in neuropeptide signaling pathway and regulation of muscle contraction\; is expressed in the head, the male, the nervous system, the pharynx, and the tail."
"88","WBGene00001481","Y54E10A.4","mRNA functions","mRNA functions: processing","mRNA functions: processing: polyadenylation","fog-1 is an ortholog of human CPEB3 (cytoplasmic polyadenylation element binding protein 3) and CPEB4 (cytoplasmic polyadenylation element binding protein 4)\; exhibits mRNA 3'-UTR binding activity\; is involved in cell fate specification, germ-line sex determination, and spermatogenesis\; localizes to the cytoplasm and nuclear periphery\; is expressed in the germ line."
